order #,fset #,eset #,gon-f-e,region,sub region,country,lct,segment,sub segment,modality,mct - explore,customer,psi description,psi group,fset main mor,fset value,order init date,aosd,cosd,sosd,rsdd,asdd,missing asdd,fpd,asds,myor shortage,billing terms,aicd,hfs credit status,hfs credit approved date,taskray cosd,modified cosd,ls,ld,lm,eset main mor,inco terms,pjm,eom order status,pmi/owner,customer class,procure date,cdo date,rsds,po/ir,credit status,credit override date,credit approved date,inst,fulfilment model,shippable item flag,eset creation date,customer class new,lead_time_from_ecd_to_cosd,lead_time_from_ecd_to_aosd,lead_time_from_ecd_to_asdd,lead_time_from_ecd_to_asds,lead_time_from_ecd_to_procure_date,modality encoded,country encoded,customer class new encoded,cosd duplicate,aosd duplicate,predicted cosd,confidence interval lower,confidence interval upper,cosd vs aosd (days),outlier,cosd prediction
5190525,1,1,5190525-1-1,Intercontinental,Brazil,Brazil,Brazil,Imaging,CT,CT,Brazil NorthEast,CLINICA OITAVA ROSADO LTDA,REVOLUTION ACT BJG SKD LMB BRZ,Revolution ACT BHW - SKD Brazil,133981,171428,2022-06-08,2023-04-24,2023-04-24,2023-04-24,2023-04-17,2023-04-17,Fully Shipped,,,No,00_00_00_100_00_00_00,2023-05-19,Not Approved,,,,120,6,30,133982,CIF,"Santos, Evandro Oliveira dos",Procured Not Cancelled,Gisele Alves,BRAZIL-PRIVATE,2022-06-13,,2023-06-01,,Credit Approved,,2023-04-17,5190525-Clinica Oitava Rosado Ltda-Revolution ACT-INST-0319393,STD,Yes,2022-06-06,Direct Private,322,322.0,315.0,,7,3,13,0,2023-04-24,2023-04-24,2023-04-16,2023-03-27,2023-05-06,8.0,No,2. Within 14 Days
5238879,1,1,5238879-1-1,Intercontinental,Mexico,Mexico,Mexico,Imaging,CT,CT,Mexico South,SALUD DIGNA,Rev ACT BJ 21 IW BHW,Revolution ACT BHW,148789,192933,2022-10-21,2023-03-22,2023-03-24,2023-03-24,2023-03-21,2023-03-17,Fully Shipped,,2022-11-03,No,00_00_00_00_100_00_00,2023-06-05,Not Approved,,,,21,3,30,148790,EXW,"Cuevas, Carlos Rafael",Procured Not Cancelled,Raul Rivera,MEXICO-PRIVATE,2022-10-25,2022-10-25,2024-06-27,2022-12-26,Credit Approved,,2022-10-22,5238879-Salud Digna AC Cd Juárez Góm-Revolution ACT-INST-0336594,DCDO,Yes,2022-10-20,Direct Private,155,153.0,148.0,14.0,5,3,54,0,2023-03-24,2023-03-22,2023-03-19,2023-02-16,2023-04-20,3.0,No,1. Within 7 Days
5208195,1,1,5208195-1-1,EMEA,Southern Europe,Spain,Iberia,Imaging,MR,MR,Spain Norte,GVCS DPT SALUD CASTELLON,1.5T SIGNA VOYAGER DETACH TJS,1.5T SIGNA VOYAGER IPM DETACH TJS,876140,966101,2022-09-13,2023-08-02,2023-07-31,2023-08-21,2023-07-28,2023-08-01,Fully Shipped,2023-07-10,2023-05-30,Yes,100_00_00_00_00_00_00,2023-08-03,Not Approved,,,,22,3,42,848181,DDP,"Redondo Carmena, Diana",Procured Not Cancelled,Manuel Fernandez Balaguer,GBL-PUBLIC,2023-01-10,2023-04-18,2024-04-25,2023-06-14,Credit Approved,,2022-09-13,5208195-Hospital de Castellón RM #2 -SIGNA Voyager 1.5T-INST-0290895,CDO-EOM-AFF,Yes,2022-07-25,Direct Public,371,373.0,372.0,309.0,169,9,82,1,2023-07-31,2023-08-02,2023-07-29,2023-07-11,2023-08-15,4.0,No,1. Within 7 Days
5273900,1,1,5273900-1-1,EMEA,MENEAT,Turkey,Turkey and Central Asia,Imaging,CT,CT,Turkey HQ,ISTANBUL YUKSEK IHTISAS SAGLIK YAT  VE TIC LTD.STI,Revo Maxima 72kW Mid  BHW ,Revolution Maxima 72kW BHW,284716,368370,2023-01-18,2023-03-24,2023-03-30,2023-03-30,2023-03-20,2023-03-20,Fully Shipped,,2023-02-17,No,00_00_00_00_00_100_00,2023-03-24,Not Approved,,,,32,10,60,256105,DDP,"Okcun, Murat Soner",Procured Not Cancelled,Atila Karaosmangil,GBL-PRIVATE,2023-01-24,2023-02-23,2024-04-27,2023-03-02,Credit Approved,2023-01-24,2023-03-28,5273900-Iyitem Istanbul Yüksek Ihtis-Revolution Maxima-INST-0349102,DISTRIB,Yes,2023-01-18,Direct Private,71,65.0,61.0,30.0,6,3,92,0,2023-03-30,2023-03-24,2023-03-29,2023-03-23,2023-04-05,-5.0,No,1. Within 7 Days
5076056,1,1,5076056-1-1,EMEA,Northern Europe,United Kingdom,UKI,Imaging,CT,CT,UK West,IMV IMAGING (UK LTD),Rev ACT BJ 21 IW BHW,Revolution ACT BHW,127333,141938,2021-09-06,2023-08-24,2023-08-21,2023-08-21,2023-08-18,2023-08-24,Fully Shipped,2023-07-24,2023-07-10,No,00_00_00_00_00_00_100,2023-10-19,Not Approved,,,,35,3,30,127333,CIF,"Hatton, Tracey Ann",Procured Not Cancelled,Chris Wilson,VIP-PARTNER PRIVATE,2023-03-16,2023-03-17,2023-08-11,2023-07-19,Credit Approved,,,5076056-Milnthorpe Vets-Revolution ACT-INST-0352866,STD,Yes,2021-08-17,Indirect,734,737.0,737.0,692.0,576,3,96,2,2023-08-21,2023-08-24,2023-08-24,2023-08-04,2023-09-12,0.0,No,1. Within 7 Days
5269208,1,1,5269208-1-1,EMEA,Eastern Europe,Lithuania,North Eastern Europe,Imaging,MR,MR,Lithuania,GE HEALTHCARE EQUIPMENT FINANCE,3.0T SIGNA PIONEER MR28 TJS,3.0T SIGNA PIONEER TJS,938269,884569,2023-01-10,2023-04-24,2023-03-20,2023-03-20,2023-03-13,2023-04-19,Fully Shipped,2023-02-24,2023-02-13,Yes,00_00_100_00_00_00_00,2023-04-24,Not Approved,,,2023-04-24,22,7,42,932357,CIP,"Seliga, Grzegorz",Procured Not Cancelled,Paweł Kupczuk,GBL-PRIVATE,2023-01-10,2023-02-06,2023-04-03,2023-02-21,Credit Approved,,2023-01-10,5269208-Affidea Vilnius in City Clin-DoseWatch-INST-0370367,STD,Yes,2022-12-31,Direct Private,79,114.0,109.0,44.0,10,9,52,0,2023-03-20,2023-04-24,2023-03-25,2023-02-23,2023-04-24,30.0,No,4. Greater than 21 Days
5253683,1,1,5253683-1-1,EMEA,Northern Europe,Sweden,Nordics and Netherlands,Imaging,CT,CT,Sweden,VÄSTRA GÖTALANDSREGIONEN,Apex160 2.5XT NG2000V H WSO,Revolution Apex Elite 160 CTM,1226386,1592136,2022-12-08,2023-09-20,2023-09-04,2033-08-20,2023-08-23,2023-09-12,Fully Shipped,2023-08-15,2023-08-15,Yes,33_00_00_33_00_00_34,2023-09-20,Not Approved,,,2023-09-20,0,6,15,1225694,DDP,"Ulfving, Anna",Procured Not Cancelled,Ashkan Assadi,GBL-PUBLIC,2023-04-05,2023-08-03,2024-05-14,2023-08-22,Credit Approved,,2022-12-08,5253683-Alingsås Lasarett-Revolution Apex-INST-0297107,CDO-EOM-IRISO,Yes,2022-12-01,Direct Public,277,293.0,285.0,257.0,125,3,85,1,2023-09-04,2023-09-20,2023-09-08,2023-08-25,2023-09-23,12.0,No,2. Within 14 Days
5246133,1,1,5246133-1-1,EMEA,Southern Europe,Italy,IMI,Imaging,CT,CT,Italy South,AZIENDA SANITARIA LOCALE TARANTO,Revolution EVO3.7 Long BHW,Revolution EVO BHW,231349,253734,2022-11-15,2023-09-11,2023-08-31,2023-08-31,2023-08-19,2023-08-14,Fully Shipped,2023-07-05,2023-06-29,No,00_00_00_00_00_00_100,2023-09-26,Not Approved,,,,32,6,42,231190,DAP,"Costanza, Chiara",Procured Not Cancelled,Francesco Mininno,GBL-PUBLIC,2022-11-15,2023-05-18,2023-10-25,2023-07-07,Credit Approved,,2022-11-15,5246133-Taranto SS ANNUNZIATA- ASL T-Revolution EVO-INST-0341310,DISTRIB,Yes,2022-11-10,Direct Public,294,305.0,277.0,231.0,5,3,42,1,2023-08-31,2023-09-11,2023-08-27,2023-08-08,2023-09-15,15.0,No,3. Within 21 Days
5346933,1,1,5346933-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Madhya Pradesh,YASH OMPRAKASH BHUTADA,REVOLUTION ACTS SVCT INDIA,Revolution ACT India,133676,137361,2023-08-24,2023-09-17,2023-09-28,2023-09-28,2023-09-21,2023-09-11,Fully Shipped,2023-09-15,2023-09-05,No,00_00_00_100_00_00_00,2023-09-17,Not Approved,,,,0,7,15,119733,FOB,"Mohammed, Shahul",Procured Not Cancelled,,EXTERNAL-PVT_INDIA,2023-08-28,2023-08-28,2023-09-20,2023-09-06,Credit Approved,2023-08-28,2023-09-06,,STD,Yes,2023-08-23,Direct Public,36,25.0,19.0,13.0,5,3,37,1,2023-09-28,2023-09-17,2023-09-26,2023-09-17,2023-10-04,-9.0,No,2. Within 14 Days
5286312,1,1,5286312-1-1,EMEA,Eastern Europe,Romania,South Eastern Europe,Imaging,CT,CT,Romania,INTERMED SRL,Revo Ascend 72kW Hvy BHW,Revolution Ascend 72kW BHW,337155,354317,2023-02-28,2023-06-13,2023-06-08,2023-06-17,2023-06-01,2023-06-13,Fully Shipped,2023-06-09,2023-05-19,No,00_00_00_00_00_00_100,2024-05-08,Not Approved,,,,32,7,30,317542,DAP,"Marcu, Olivia Cristina",Procured Not Cancelled,Ovidiu Morosan,GBL-PRIVATE,2023-02-28,2023-04-21,2024-05-20,2023-05-26,Credit Approved,,2023-02-28,5286312-Intermed SRL-Revolution Ascend-INST-0348254,DISTRIB,Yes,2023-02-27,Direct Private,101,106.0,106.0,81.0,1,3,74,0,2023-06-08,2023-06-13,2023-06-14,2023-05-25,2023-07-04,-1.0,No,1. Within 7 Days
5439383,1,1,5439383-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Gujarat,AL HOPE HOSPITAL PRIVATE LIMITED,Aspire 8 with Fixed Table India,Revolution Aspire 8 India,124507,132571,2024-05-20,2024-06-09,2024-06-10,2024-06-10,2024-06-06,2024-05-28,Fully Shipped,2024-06-21,2024-05-27,No,00_00_00_100_00_00_00,2024-06-09,Not Approved,,,,1,1,30,124507,FOB,"Mohammed, Shahul",Procured Not Cancelled,Kapila P S,EXTERNAL-PVT_INDIA,2024-05-22,2024-05-22,2024-06-21,2024-05-28,Credit Approved,2024-05-22,2024-05-28,5439383-Hope Hospital-Revolution Aspire ES/Se-INST-0406913,CDO-FAILURE - E,Yes,2024-05-13,Direct Public,28,27.0,15.0,14.0,9,3,37,1,2024-06-10,2024-06-09,2024-06-10,2024-06-05,2024-06-16,-1.0,No,1. Within 7 Days
5342499,1,1,5342499-1-1,EMEA,Southern Europe,Italy,IMI,Imaging,CT,CT,Italy North East,AZ ULSS N.7 PEDEMONTANA,Revo Ascend 72kW Long BHW,Revolution Ascend 72kW BHW,422968,418500,2023-08-10,2023-11-29,2023-11-15,2023-12-22,2023-11-05,2023-11-28,Fully Shipped,2023-11-03,2023-10-16,Yes,00_00_00_00_00_00_100,2023-12-04,Not Approved,,,,32,6,30,256494,DAP,"Mercanti, Stefania",Procured Not Cancelled,Sergio Walter Rampin,GBL-PUBLIC,2023-08-24,2023-10-27,2024-02-16,2023-10-23,Credit Approved,2023-08-10,2023-11-07,5342499-P.O. Di Asiago-Revolution Ascend-INST-0332134,CDO-EOM-IRISO,Yes,2023-08-08,Direct Public,99,113.0,112.0,69.0,16,3,42,1,2023-11-15,2023-11-29,2023-11-15,2023-11-01,2023-11-30,14.0,No,2. Within 14 Days
5225561,1,1,5225561-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Rajasthan,MINISTRY OF DEFENCE,Revolution EVO3.7 Mid CTJ,Revolution EVO CTJ,355750,498000,2022-09-29,2023-09-23,2023-09-21,2023-09-21,2023-08-31,2023-09-11,Fully Shipped,2023-07-28,2023-07-25,Yes,00_00_00_100_00_00_00,2023-09-23,Not Approved,,,,9,1,42,355751,FOB,"Kethan, Jayashree",Procured Not Cancelled,Vikas K,EXTERNAL-GOVT_INDIA,2023-05-21,2023-08-31,2023-08-31,2023-08-30,Credit Approved,2022-10-02,2023-05-19,"5225561-MH Amritsar Dgafms, Delhi, O-Revolution EVO-INST-0311186",CDO-FAILURE - E,Yes,2022-09-16,Direct Public,370,372.0,360.0,312.0,247,3,37,1,2023-09-21,2023-09-23,2023-09-20,2023-09-15,2023-09-26,3.0,No,1. Within 7 Days
5373971,1,1,5373971-1-1,Intercontinental,Japan,Japan,Japan,Imaging,MR,MR,Japan HQ,KK) Lj Bisiness,MR GOLDSEAL AS IS NO I & W,MR MEE ALL REGIONS,16663,17018,2023-11-07,2023-11-13,2023-11-30,2023-11-30,2023-11-30,2023-11-13,Fully Shipped,,,No,00_00_00_00_00_100_00,2023-11-13,Not Approved,,,,20,2,1,16663,CIF,"Kawai, Risa",Procured Not Cancelled,,,2023-11-13,,2023-11-13,,Credit Approved,,,,STD,Yes,2023-11-07,Direct Public,23,6.0,6.0,,6,9,44,1,2023-11-30,2023-11-13,2023-11-13,2023-10-21,2023-12-06,0.0,No,1. Within 7 Days
5329854,1,1,5329854-1-1,Intercontinental,Brazil,Brazil,Brazil,Imaging,MR,MR,Brazil South,FUNDACAO ANTONIO PRUDENTE,1.5T BRZ SIGNA VOYAGER IPM,1.5T BRZ SIGNA VOYAGER IPM,896448,1419545,2023-06-28,2023-07-02,2023-07-02,2023-07-02,2023-06-28,2023-06-28,Fully Shipped,,,No,00_00_00_100_00_00_00,2023-10-11,Not Approved,,,,1,4,42,896449,CIF,"Santos, Evandro Oliveira dos",Procured Not Cancelled,Ronaldo Genaro,BRAZIL-PRIVATE,2023-06-28,,2023-06-28,,Credit Approved,,,5329854-AC Camargo - ITAIM-SIGNA Voyager 1.5T-INST-0331813,STD,Yes,2023-06-28,Direct Private,4,4.0,0.0,,0,9,13,0,2023-07-02,2023-07-02,2023-07-01,2023-07-01,2023-07-02,1.0,No,1. Within 7 Days
5366447,1,1,5366447-1-1,Intercontinental,Andean,Ecuador,CALA,Imaging,CT,CT,Ecuador,"ORIMEC, ORIENTAL MEDICAL DEL ECUADOR C.A.",Rev ACT BJ 21 IW BHW,Revolution ACT BHW,122207,130000,2023-10-17,2024-03-19,2024-02-19,2024-02-17,2024-01-26,2024-01-23,Fully Shipped,2024-01-24,2024-01-18,No,00_00_00_100_00_00_00,2024-06-04,Not Approved,,,2024-03-09,17,22,30,122208,CIF,"Ayala, Claudia Elena",Procured Not Cancelled,Yeison Castaño Cubillos,CALA - NET TO DISTRIBUTOR,2023-10-27,2023-10-27,2024-01-24,2024-01-22,Credit Approved,,2024-06-04,5366447-HOSPITAL SANTA MARIA - GUAYA-Revolution ACT-INST-0391197,STD,Yes,2023-10-12,Indirect,130,159.0,103.0,98.0,15,3,24,2,2024-02-19,2024-03-19,2024-02-13,2024-01-06,2024-03-22,35.0,No,4. Greater than 21 Days
5361339,1,4,5361339-1-4,EMEA,Northern Europe,Sweden,Nordics and Netherlands,Imaging,CT,CT Digital,Sweden,VÄSTRA GÖTALANDSREGIONEN,Imaging Protocol Manager,Revolution Ascend 72kW Hino,420735,526684,2023-09-28,2023-12-06,2023-12-05,2023-12-06,2023-12-04,2023-12-06,Fully Shipped,,,No,00_00_00_00_00_100_00,2024-02-07,Not Approved,,,,0,1,7,0,DDP,"Ulfving, Anna",Procured Not Cancelled,,GBL-PUBLIC,2023-12-05,2023-12-05,2024-03-15,2023-12-05,Credit Approved,,2023-10-19,5361339-Angereds Närsjukhus-Revolution Ascend-INST-0367661,CDO-EOM-AFF,Yes,2023-09-28,Direct Public,68,69.0,69.0,,68,4,85,1,2023-12-05,2023-12-06,2023-12-10,2023-11-11,2024-01-09,-4.0,No,1. Within 7 Days
5319096,1,3,5319096-1-3,EMEA,Northern Europe,United Kingdom,UKI,Imaging,CT,CT Digital,UK South,HCA INTERNATIONAL LTD,CT Smart Subscription T03,Revolution Ascend 72kW BHW,370485,437254,2023-06-05,2023-09-02,2023-08-19,2023-08-19,2023-08-18,2023-09-01,Fully Shipped,2023-08-10,2023-07-26,No,00_00_00_00_95_00_05,2023-12-21,Not Approved,,,,20,3,1,0,CIF,"Hatton, Tracey Ann",Procured Not Cancelled,Alex Carleton-Smith,GBL-PRIVATE,2023-06-05,2023-06-05,2023-12-22,2023-08-07,Credit Approved,,2023-06-05,5319096-HCA The Princess Grace Hospi-Revolution Ascend-INST-0367265,CDO-EOM-IRISO,Yes,2023-06-02,Direct Private,78,92.0,91.0,54.0,3,4,96,0,2023-08-19,2023-09-02,2023-08-20,2023-08-09,2023-08-30,13.0,No,2. Within 14 Days
5127395,1,1,5127395-1-1,EMEA,Northern Europe,United Kingdom,UKI,Imaging,CT,CT,UK West,NHS SUPPLY CHAIN (SCCL),Rev Maxima 72kW LONG  BHW,Revolution Maxima 72kW BHW,307434,494538,2021-12-30,2023-03-21,2023-03-13,2023-03-16,2023-03-10,2023-03-20,Fully Shipped,2023-02-24,2023-02-23,No,00_00_00_00_95_00_05,2024-01-16,Not Approved,,,,35,3,42,301413,CIF,"Hatton, Tracey Ann",Procured Not Cancelled,Chris Wilson,GBL-PUBLIC,2022-05-27,2023-01-05,2024-02-01,2023-03-13,Credit Approved,,,5127395-Salford Royal Hospital NHS F-Imaging Insights Modali-INST-0342845,CDO-EOM-IRISO,Yes,2021-12-16,Direct Public,452,460.0,459.0,434.0,162,3,96,1,2023-03-13,2023-03-21,2023-03-14,2023-03-06,2023-03-21,7.0,No,1. Within 7 Days
5117944,1,1,5117944-1-1,Intercontinental,Andean,Venezuela,CALA,Imaging,MR,MR,Venezuela,BIOTECH CORPORATION,1.5T SIGNA VOYAGER FLO IPM,1.5T SIGNA VOYAGER FLO IPM,631398,743499,2021-11-30,2023-07-31,2023-07-21,2023-08-18,2023-06-02,2023-07-25,Fully Shipped,2023-06-30,2022-07-20,Yes,00_00_00_100_00_00_00,2023-12-28,Not Approved,,,,0,22,42,547816,CIF,"Romero, Julian",Procured Not Cancelled,Mishell Cruz,CALA - NET TO DISTRIBUTOR,2022-04-22,2023-04-27,2023-12-28,2022-08-05,Credit Approved,,,5117944-Instituto de Clinicas Urolog-SIGNA Voyager 1.5T-INST-0290870,STD,Yes,2021-11-24,Indirect,604,614.0,608.0,238.0,149,9,99,2,2023-07-21,2023-07-31,2023-08-05,2023-06-04,2023-10-06,-5.0,No,1. Within 7 Days
5292935,1,1,5292935-1-1,EMEA,RCIS,Russia,Russia,Imaging,MR,MR,Moscow and Central,FCM LEASING LLC,1.5T SIGNA VOYAGER CLA TJS IPM,1.5T SIGNA VOYAGER TJS IPM,917551,1081790,2023-03-17,2023-12-09,2023-06-15,2023-11-29,2023-06-10,2023-12-08,Fully Shipped,,2023-05-15,No,00_100_00_00_00_00_00,2023-12-27,Not Approved,,,,14,6,42,917552,DDP,"Chebotaeva, Daria",Procured Not Cancelled,Mikhail Sotskov,CIS VIP PARTNER PRIVATE,2023-03-17,2023-04-27,2023-05-26,2023-05-30,Credit Approved,,2023-03-17,5292935-Поликлиника №5 АО Семейный д-SIGNA Voyager 1.5T-,DCDO,Yes,2023-03-17,Indirect,90,267.0,266.0,59.0,0,9,75,2,2023-06-15,2023-12-09,2023-07-05,2023-04-03,2023-10-06,157.0,Yes,4. Greater than 21 Days
5392671,1,2,5392671-1-2,EMEA,Northern Europe,United Kingdom,UKI,Imaging,CT,AW,UK Scotland,UNIVERSITY OF DUNDEE,HP DL360 G10 Server Low Tier,Revolution Apex Elite 160 CTM,1351571,1259220,2023-12-27,2024-05-21,2024-05-19,2024-05-19,2024-05-17,2024-05-21,Fully Shipped,2024-04-30,2024-04-25,No,00_00_00_00_00_00_100,,Not Approved,,,,9,3,14,158368,CIF,"Hatton, Tracey Ann",Procured Not Cancelled,Chris Wilson,GBL-PRIVATE,2024-01-24,2024-01-24,2024-07-01,2024-05-01,Credit Approved,,2024-01-23,5392671-University Of Dundee-Revolution Apex-INST-0329743,STD,Yes,2023-12-22,Direct Private,149,151.0,151.0,125.0,33,1,96,0,2024-05-19,2024-05-21,2024-05-18,2024-05-02,2024-06-03,3.0,No,1. Within 7 Days
5282403,1,1,5282403-1-1,Intercontinental,ASEAN,Indonesia,Indonesia,Imaging,CT,CT,Indonesia,PT MULYA HUSADA JAYA,Revo Maxima 72kW Mid  BHW ,Revolution Maxima 72kW BHW,289989,404460,2023-02-15,2023-05-24,2023-05-09,2023-05-09,2023-05-05,2023-05-04,Fully Shipped,,2023-03-17,No,10_00_00_90D_00_00_00,2023-08-18,Not Approved,,,2023-05-31,35,3,42,289989,DDP,"Wirasari, Ratih",Procured Not Cancelled,Erwin Putra,GBL-DISTRIBUTOR_DEALER,2023-02-19,2023-02-21,2023-04-14,2023-04-17,Credit Approved,,2023-02-28,5282403-RSU Dr. M. Haulussy Ambon-Revolution Maxima-INST-0305030,STD,Yes,2023-02-15,Indirect,83,98.0,78.0,30.0,4,3,38,2,2023-05-09,2023-05-24,2023-05-12,2023-04-22,2023-06-01,12.0,No,2. Within 14 Days
5321753,1,1,5321753-1-1,EMEA,Northern Europe,Sweden,Nordics and Netherlands,Imaging,CT,CT Digital,Sweden,UNILABS AB,CT Smart Subscription T03,Revolution Ascend 72kW Hino,276311,416643,2023-06-14,2024-04-09,2024-02-26,2024-02-26,2024-02-14,2024-02-23,Fully Shipped,2024-02-12,2024-02-07,Yes,00_00_00_00_00_00_100,2024-05-24,Not Approved,,,2024-04-09,16,6,1,0,DDP,"Ulfving, Anna",Procured Not Cancelled,,GBL-PUBLIC,2023-08-15,2024-02-06,2024-06-27,2024-02-15,Credit Approved,,2023-06-20,5321753-Unilabs AB-Revolution Ascend-INST-0349176,CDO-EOM-IRISO,Yes,2023-06-12,Direct Public,259,302.0,256.0,240.0,64,4,85,1,2024-02-26,2024-04-09,2024-02-29,2024-02-12,2024-03-17,40.0,No,4. Greater than 21 Days
5344975,1,1,5344975-1-1,EMEA,FBFA,France,France,Imaging,CT,CT,France East,SCM SCANNER BELLEDONNE,Maxima Select55kW 1700V BHW,Revolution Maxima Select BHW,294320,280833,2023-08-24,2024-08-05,2024-08-05,2024-07-23,2024-07-29,2024-07-29,Fully Shipped,2024-07-19,2024-06-11,No,00_00_00_00_00_00_100,2024-08-05,Not Approved,,,,32,4,42,274769,CIF,"PANTAILLON, Sophie",Procured Not Cancelled,Cyril Desmaizieres,GBL-PRIVATE,2024-04-29,2024-04-29,2024-09-03,2024-07-11,Credit Approved,2023-12-20,2023-08-31,5344975-Scanner Du Dauphine-Revolution Maxima-INST-0365050,STD,Yes,2023-08-16,Direct Private,355,355.0,348.0,300.0,257,3,28,0,2024-08-05,2024-08-05,2024-07-31,2024-07-12,2024-08-20,5.0,No,1. Within 7 Days
5230015,1,3,5230015-1-3,EMEA,Northern Europe,United Kingdom,UKI,Imaging,MR,Dosewatch,UK South,NHS SUPPLY CHAIN (SCCL),AW DOSEWATCH CORE SYSTEM,UPG 1.5T MR29 UPGRADE,88867,115431,2022-09-28,2023-02-07,2023-01-20,2023-01-20,2023-01-19,2023-02-03,Fully Shipped,,,No,00_00_00_95D_00_00_05,2023-03-17,Not Approved,,,,0,1,0,290,DAP,"Manaroo-Fenjaly, Tayree",Procured Not Cancelled,Steve Arnold,GBL-PUBLIC,2022-11-04,2022-11-04,2022-11-04,2023-02-21,Credit Approved,,2022-09-28,5230015-Gloucestershire Royal Hospit-Imaging Insights Modali-INST-0342940,CDO-EOM-AFF,Yes,2022-09-27,Direct Public,115,133.0,129.0,,38,7,96,1,2023-01-20,2023-02-07,2023-01-16,2022-12-11,2023-02-21,22.0,No,4. Greater than 21 Days
5303714,1,1,5303714-1-1,EMEA,RCIS,Russia,Russia,Imaging,CT,CT,West Russia,OOO «INSAYT-SERVIS»,RT Refresh Package with MaxFOV,Discovery RT UPG BHW,59383,61207,2023-04-13,2023-06-30,2023-06-21,2023-06-21,2023-06-15,2023-06-30,Fully Shipped,2023-06-08,2023-06-02,No,00_100_00_00_00_00_00,,Not Approved,,,,0,6,0,59383,DDP,"Bodrova, Anna",Procured Not Cancelled,,GBL-PRIVATE,2023-04-13,2023-06-08,2024-08-15,2023-06-06,Credit Approved,,2023-04-13,,STD,Yes,2023-04-13,Direct Private,69,78.0,78.0,50.0,0,3,75,0,2023-06-21,2023-06-30,2023-06-19,2023-05-27,2023-07-11,11.0,No,2. Within 14 Days
5396198,1,1,5396198-1-1,Intercontinental,Korea,Korea,Korea,Imaging,MR,MR,Korea HQ,"G-medi Co.,Ltd",3.0T SIGNA PIONEER MR28 TJ SM,3.0T SIGNA PIONEER TJ SM,875789,892436,2023-12-29,2024-03-28,2024-03-30,2024-03-31,2024-03-30,2024-03-26,Fully Shipped,2024-03-01,2024-02-07,Yes,00_00_00_00_00_00_100,2024-03-28,Not Approved,,,,18,2,42,841846,CUSTOMER SITE,"Jo, Kyung-Mi",Procured Not Cancelled,Sejin Heo,EXTERNAL-PVT_KOREA,2024-01-03,2024-01-22,2024-05-29,2024-02-27,Credit Approved,,2024-01-03,5396198-CP20_지메디_천주성삼병원-SIGNA Pioneer 3.0T-INST-0387375,CDO-EOM-AFF,Yes,2023-12-29,Direct Public,92,90.0,88.0,40.0,5,9,48,1,2024-03-30,2024-03-28,2024-03-28,2024-03-20,2024-04-06,0.0,No,1. Within 7 Days
5428458,6,6,5428458-6-6,Intercontinental,India,India,India,Imaging,CT,CT,Karnataka,GENWORKS HEALTH PRIVATE LIMITED,REVOLUTION ACTS SVCT INDIA,Revolution ACT India,120779,125082,2024-04-02,2024-06-28,2024-06-22,2024-06-22,2024-06-20,2024-06-05,Fully Shipped,,,No,00_00_00_100_00_00_00,2024-06-28,Not Approved,,,,2,2,30,120779,FOB,"Wabale, LAHU",Procured Not Cancelled,Anindya Das,EXTERNAL-PVT_INDIA,2024-06-05,,,,Credit Approved,,,5428458-Escent Diagnostics Private L-Revolution ACTs-INST-0402867,STD,Yes,2024-06-05,Direct Public,17,23.0,0.0,,0,3,37,1,2024-06-22,2024-06-28,2024-06-22,2024-06-15,2024-06-30,6.0,No,1. Within 7 Days
5330740,1,4,5330740-1-4,EMEA,Eastern Europe,Greece,South Eastern Europe,Imaging,CT,AW,Greece,ID POLYIATREIO ISTHMOU IAE,HP DL360 G10 Server Low Tier,CT Other,344483,320000,2023-07-06,2023-07-26,2023-08-20,2023-08-20,2023-08-14,2023-07-20,Fully Shipped,,,No,00_00_00_00_00_00_100,2023-07-31,Not Approved,,,2023-07-26,9,6,14,60733,DDP,"KAMPANTAI, ANASTASIA",Procured Not Cancelled,,GBL-PRIVATE,2023-07-07,,2024-09-03,,Credit Approved,,2023-07-06,5330740-Magnitiki - Axoniki Tomograf-Revolution Maxima-INST-0370700,DISTRIB,Yes,2023-07-07,Direct Private,44,19.0,13.0,,0,1,32,0,2023-08-20,2023-07-26,2023-07-25,2023-07-03,2023-08-17,1.0,No,1. Within 7 Days
5210095,1,1,5210095-1-1,EMEA,Southern Europe,Spain,Iberia,Imaging,MR,MR,Spain Norte,AREA VI-HOSP MORALES M-SMS,1.5T SIGNA VOYAGER MOBILE TJG2,1.5T SIGNA VOYAGER MOBILE TJ,747255,832684,2022-09-23,2023-10-27,2023-07-28,2023-09-14,2023-07-20,2023-08-30,Fully Shipped,2023-07-17,2023-07-11,Yes,100_00_00_00_00_00_00,2023-10-27,Not Approved,,,,22,6,42,727818,DDP,"Redondo Carmena, Diana",Procured Not Cancelled,Jos Wijnands,GBL-PUBLIC,2023-01-27,2023-07-07,2023-10-30,2023-08-02,Credit Approved,,2022-09-23,5210095-Hospital Morales Meseguer-SIGNA Voyager 1.5T-INST-0274188,CDO-EOM-IRISO,Yes,2022-07-29,Direct Public,364,455.0,397.0,347.0,182,9,82,1,2023-07-28,2023-10-27,2023-08-01,2023-07-01,2023-09-01,87.0,Yes,4. Greater than 21 Days
